title,imdb_id,author,date,review_rating,review_title,review,likes,dislikes
The Falcon and The Winter Soldier,tt9208876,butcherbob,"Mar 25, 2021",None,Looks like Falcon needs a GoFundMe,So this guy is one of the heroes who saved not just the world but the entire universe...but he doesn't get paid enough to get a bank loan. I know superhero movies are unrealistic but this is just taking the piss and mocking the struggles that real people have.,1.1K,447
The Falcon and The Winter Soldier,tt9208876,mybluehat,"Apr 15, 2021",4,"Slow, boring, and too political",I can't believe I waited a week to watch them fix a boat for an hour.,702,449
The Falcon and The Winter Soldier,tt9208876,grassfire-03970,"Apr 24, 2021",2,Stay out of politics,"One of the best things about Marvel, is that they have managed to create a world that has characters and worlds that are wonderful science fiction/fantasy. Aliens, raccoons, talking trees, witches, etc. Much like Game of Thrones and Harry Potter, viewers love fictional stories of magic and superpowers. No matter how realistic they may seem, all of the Marvel projects have dealt with problems from their sci-fi/fantasy world. I get the same feelings from watching the Falcon and the Winter Soldier, as I do from CNN and Fox News. That's not entertainment.",669,352
The Falcon and The Winter Soldier,tt9208876,LoveofLegacy,"Apr 22, 2021",6,WAY too political,I don't even disagree with their politics but it's way too much. It detracts from the storytelling and completely pulls me out of the moment. They should've found a more healthy balance.,487,298
The Falcon and The Winter Soldier,tt9208876,pausedsong,"Apr 22, 2021",1,Godawful,"What could otherwise have been a great show let down by poor writing, weak plot and political preachiness from start to end. Anthony Mackie and Sebastian Stan are both good actors and they deserve better. ZEMO is the only saving grace in this otherwise 'meh' show. Undoubtedly the worst Marvel show I've ever watched.",475,268
The Falcon and The Winter Soldier,tt9208876,ThomDerd,"May 2, 2021",6,"It's a 6,5 and that's probably too much. Main problem: The PLOT.","Marvel has spoiled us fans in the past. But this series is just not as good. Its not because of politics or of political correctness or of racial mentions; its because of the PLOT.

Which kinda sucks. Inconsistent and at many times just pointless, the plot seems uninspired and forced, in order to make this series' story move forward.

Here's a few: What exactly was Carly's main motivation? What makes the GRC so bad for Carly? Why don't they work more on the idea of the shield as a mantle? That could have been a great opportunity here.

Why get into the power broker story arc in the first place and not further develop it?

And why spend so much time in the political issues? Is that because the script is just non-existant? Maybe... The dialogue at times is also incredibly stupid...which makes me wonder about the way marvel/disney approach their audience nowadays.

Wandavision was not perfect but it was smart and well made with good dialogue and world building. But this one is more closer to a messy, character-lacking and backstory-missing series.

Now why 6,5? 1-The action sequences are good and the start is impressive. Also there is a few more action sequences further on which are worth it. 2-Stan and Mackie are good action actors and look alright on screen, so its fun watching them and their chemistry is ok. 3-because i m a fan like most people here and i still like watching these stories and I appreciate the effort needed to get these done.

I would just like this one to be better... 6,5/10 for the action.",576,121
The Falcon and The Winter Soldier,tt9208876,jkirh-39489,"Mar 29, 2021",10,Great Show!,Please don't listen to these ridiculous reviews about the show regarding race. ITS IN THE COMICS! THEY DISCUSSED RACE IN THE COMICS! Or course it's going to be in the show. This is how you know most people leaving reviews are just fans of movies and not the comics. GET OVER IT ALREADY! It's a great show. Great writing. It's answering all the question most REAL marvel fans wanted answers to. Keep up the good work Disney/Marvel!,365,313
The Falcon and The Winter Soldier,tt9208876,emason27,"Apr 13, 2021",7,"Great Leads, Terrible Villian","Four episodes in and I still have no idea what the hell she's mad about. I enjoy the locations, Sam, Bucky, and Zemo are all super cool. But this mopey brat that sounds like she just discovered Rage Against the Machine is sooooo lame. It's just vauge social commentary about displaced people or something? She complains constantly about how unfair everything is and why her violence is justified. I guess this is Disney's idea of an Anti-hero. It's not working. I'm just hoping the discount Captian America crushes her head.

Bucky and Sam are good together and Zemo is a really charismatic villian. They should have just left this Flag Smasher business as a subplot.",484,181
The Falcon and The Winter Soldier,tt9208876,mccloud-74490,"Apr 24, 2021",4,Dull,Far too political. Not enough action. Daniel Bruhl best thing in it.,404,211
The Falcon and The Winter Soldier,tt9208876,rlandrew-05908,"Apr 27, 2021",3,Please don't tell me Disney has ruined another franchise,"Is it political? Yes. Did that annoy me? Yes. But I can typically look past that and still enjoy the show or film, so that actually has very little to do with my low score here. I thought it started out strong but after finishing the last episode, I have no idea why winter soldier is even in the title, because he had very little to do with anything. Anything they set up for Bucky in the first few episodes were barely skimmed over by the end. What was the point?! This was all about setting up future Captain America movies, and not done well at all. The ending was so extremely cheesey that I didn't even want to finish the last 5 minutes of it. All I know is that this is not the same marvel that's been pumping out awesome movies for the last 10+ years. At least WandaVision had heart and soul and a great villain... this had none of that. I was excited for this but I'm left sorely disappointed.",407,161
The Falcon and The Winter Soldier,tt9208876,keith-obrien2,"Mar 20, 2021",2,Predictable and unoriginal,I'm so disappointed. I actually can't believe they are passing this off as a worthy marvel series in its on right. There is nothing new or original in the storyline. It's laughably predictable it's almost offensive. The action sequences are great. But as you would expect. Everything else is paltry. There is no nuance or subtlety. It's all screaming in your face realism. It's for kids and certainly not what I wanted from a marvel series. Devastated.,268,280
The Falcon and The Winter Soldier,tt9208876,jeffgmck-24766,"Apr 18, 2021",6,"Fire the writers. Nevermind it's too late, they've ruined it",Just meh. Action scenes are good. Writing... Not so good.,352,184
The Falcon and The Winter Soldier,tt9208876,MoistMovies,"Mar 18, 2021",1,I guess some people are easily impressed... 'Edit' Do not even bother......,"Edit, one episode away from the final. That episode 5.. wow.. More boat stuff and white guilt stuff. Really?? So heavy handed. Tip of the ice burg of that bad writing. Show started as a 7 to me, now barely a 4...

This was nothing special. The Bucky parts with his ptsd is a played out trope. The failing buisness of falcons family is a played out trope.. The action parts were mindless and had surprisingly mediocre CGI... Was I the only one that noticed that?

To put into context I've seen all the Marvel films. Some were great fun. And some were pretty bad or mediocre.. Anyone who claims otherwise hasn't seen many other films.. I've seen around 2000, so I've got some idea when things have been played out over the years. This felt like a comic mask covering a already done story so far. I'm sure it will get more superpowered later on.. But for only 6 episodes.. to use one up on the muddled played out story they chose to go with.. Does not give me faith in the writing for the remaining 5 episodes

And compared to Marvel shows like the punisher and daredevil.. this show is CW levels of bad.",239,283
The Falcon and The Winter Soldier,tt9208876,ma-57489,"Apr 24, 2021",2,Had Potentional,"Good storyline until all the story became The Falcon's race became the main focus of the series, very sad. When comics try to be woke it never works and will always disappoint lifelong fans and ultimatley not bring in any new ones.",324,183
The Falcon and The Winter Soldier,tt9208876,ronvv-23868,"Mar 18, 2021",6,Overrated,"A lot of reviews are way too high. Must be great for marvel fans but I didn't read the comics myself. I have seen all movies, love most of m and especially was overwhelmed positively by WandaVision. Action and cgi is okay. Acting is meh (by the supporting roles), story and setting are meh. Maybe it will get better but I have a feeling it will stay like this.",231,257
The Falcon and The Winter Soldier,tt9208876,wiltonharry,"Mar 20, 2021",9,One episode gave Sam and Bucky more development in 45 mins than in 6 movies,"As of writing this there has only been 1 episode released, but I feel confident in saying that this show could very well be one of the best MCU projects ever!

The sheer fact that this one episode has made Sam and Bucky both feel like less of the sidekick character or the cool action character. We see a sophisticated story line with Bucky coming to terms with his past and Sams family.

I thought this show would be carried by its action but if the other 5 eps are anything like this, it will be completely character driven and purely amazing.

This will definitely be better than WandaVision...",258,190
The Falcon and The Winter Soldier,tt9208876,lastsonjt,"Apr 26, 2021",2,What a let down...,"I had high hopes for this show when it was first announced, I was hoping it would be like an extension of the Cap Winter Soldier movie with that Spy movie feel but wow I could not have been more wrong.

Instead we get a bore fest of PC woke check lists shoved in your face with a side helping of political views and a nice big slice of ""White people bad""...

Bucky is at best side lined as a very minor secondary character while Falcon is reduced to being nothing more than his skin! Both these characters have such great potential and both are dumbed down to fit into some kind of box ticking exercise on points scoring with the Snowflake generation.

If this is a sample of what's to come in marvel Phase 4, I think I will leave it be...",299,138
The Falcon and The Winter Soldier,tt9208876,samantha-domenick,"Apr 8, 2021",9,I don't get the negative reviews,"This is right on par with Marvel. You need to look at this like an extended movie. As the episodes go on it gets better and better. I'm so impressed with the acting here! Wyatt Russell has been fantastic in his role, especially in this latest episode! Daniel Bruhl also has been awesome! I like that we see more drama and sorrow with Sam Wilson and Anthony Mackie has done awesome at exploring that. Sebastian Stan once again shows how great he is at expressing without words. The first scene in this newest episode was both heartbreaking and beautiful and I too my hat to him.

I'm looking forward to the rest of the season and I am just confused by the reaction on here. The first episode was slow, but it has picked up rather quickly. And you cannot compare to Wandavision! It's a totally different type of show.",242,188
The Falcon and The Winter Soldier,tt9208876,dextermorgan-91603,"Apr 15, 2021",None,Excuse me?,"When i saw the name as Falcon and the winter soldier i was excited to be treated with breathtaking action and plot. Instead we get garbage. Just how can you waste such good talent ? Making idiotic plots with cringe dialogue. What happened to fast paced action thriller with lots of conspiracy stuff and double agent vibes? Super soldiers, assassins, government funded psycho soldier, terrorists with toppling government agendas, spy and double agents.... how can you go wrong? The performance is really the saving grace but the show is an absolute trainwreck. Even though winter soldier was my favorite movie this is nowhere near that.",259,160
The Falcon and The Winter Soldier,tt9208876,movielover_777,"Mar 25, 2021",1,Unfortunately boring,"Winter Soldier is my favourite Marvel film so I was expecting something better. Bad cliches, dull characters and no plot. Forced myself through the pliot, stopped in the middle of the second episode..",201,218
The Falcon and The Winter Soldier,tt9208876,salamandermike,"Apr 18, 2021",2,Poor Writing For MCU,"Situations, dialogue, banter feels formulaic and uninspired, like they were writing to a template of plot points they had to hit. Falcon and Winter's relationship feels shallow and forced which leaves the impression that the characters are shallow. MCU has built complex characters with emotional intelligence throughout all their movies, and this feels like an outlier. Having little soul, the story is mostly boring. The only interesting parts are the non-superhero scenes that talk to racial tensions. Those scenes have depth and realistic context which, in other MCU movies exists throughout the entire story and action scenes. In this story, depth is slid in between plot points like an afterthought. I have loved every MCU movie and WandaVision, but this one doesn't carry the energy of the others. It's a caricature of the MCU.",254,161
The Falcon and The Winter Soldier,tt9208876,pmama69,"Apr 4, 2021",2,Meh,"Seriously how did this get good reviews? It's dull, boring, badly written with wooden actors, one to miss.",204,189
The Falcon and The Winter Soldier,tt9208876,madhazza,"Mar 26, 2021",1,Very basic,Story is basic and nothing of substance other than cheap gimmicks.,178,213
The Falcon and The Winter Soldier,tt9208876,arandomperson-710,"Mar 29, 2021",6,"So, I am interested, but hoping this get's somewhere faster.","So, I will hit the pros and cons for this (I will update this review over the shows run)

Pros:

I like the actors, they do good with their script and their onscreen chemistry is great I like a lot of the loose plotholes this show is tying up. There were a lot of them left dangling and so they should be wrapped up. (Zemo, Other Winter Soldiers) I like they are shedding light on forgotten Avengers like Winter Soldier and Falcon. It was good when they did that in Wandavision and it is important to remember supporting characters

Now, for my least favorite/favorite part of a review: the cons

(I will try to be quick as I am fond of this show and while it has flaws my low rating will get higher)

It is taking a long time to build up. For Wanda Vision it worked well, but for such a quick paced show it needs to get somewhere faster We kind of skipped over Sam's family issues and Bucky's trauma in favor of more action. While I like action, those were important story elements.

There are too many names to keep up with and it isn't explained well what is going on. That I think they could have done better.

Final thoughts:

It is too early to review this show. I am leaving my review so far and intend to update it, so most of the issues will probably get addressed. If you are questioning the authenticity of my review, be aware it is of the quality of the show itself and how I feel, for clarification, so this is my opinion and please feel free to disagree.",231,158
The Falcon and The Winter Soldier,tt9208876,Wookie_Wookie,"Mar 18, 2021",5,Surpassed My Expectations,"Going in I thought this show was going to be a really solid Marvel story but not top tier Marvel, think Avengers Infinity War, GOTG, Winter Soldier etc, like everyone was hyping it up to be. I went in assuming Wandavision was going to have FAR superior writing and was overall going to be the better show...but after ""New World Order"" Wandavision has some real competition. Even though we only have 1 episode I can already say this is far stronger then what I was expecting, the action was really well done, the cinematography was great, writing was solid, and the show is a little deeper then what I was expecting and I hope the continue to search the characters and truly make this a top tier Marvel series.

I'm planning on doing an updated review once the whole series is out but so far ""The Falcon and the Winter Soldier"" is off to a great start, give this series a shot it's kinda like the reward for spending 1 year in quarantine lol.",178,188
Loki,tt9140554,kailashvel,"Jun 8, 2021",10,Let's be honest as possible,Far better than wandavision and tfatws. You absolutely rocked🔥.... Tom and Owen have a great chemistry together.,686,578
Loki,tt9140554,pjdickinson-27822,"Jun 8, 2021",4,Emperor's new clothes,"The fact this being praised to the skies is disturbing. The first episode is not that good. The directing is very pedestrian. The.sets are used in a stagey and static manner and other than the two male leads the parts are simple caricature. I think, as is so often the case, anticipation has blinded people to its flaws. One of those is how incredibly cheap the whole thing looks and another how derivative and contrived it is. I hope it gets better.",382,458
Loki,tt9140554,mperrine,"Jun 16, 2021",1,Disney has ruined another MCU character,"Almost comical how they screwed this up so badly.

They took away Loki's powers

and

His sarcastic silver tongued witty dialogue.

Which is basically the whole essence of the Loki character.

Way to go Disney, you did it again.",397,430
Loki,tt9140554,mmjfh,"Jul 14, 2021",None,"Tom Hiddleston is great, but everything else not so much.","It goes without saying that Tom Hiddleston is great as Loki, but I fear for the future of Marvel on TV, if they have to rely so heavily on star power. Despite the interesting world building, this show suffers from the same problems that plagued the previous The Falcon show. A weak female lead in Lady Loki, who just doesn't hold a candle to Hiddleston in terms of charm and charisma. The TVA's power levels are wildly inconsistent or just plain poorly written. Sometimes they can beat and handle a God like they're children, but sometimes they seem like they wouldn't be able to stop a shoplifter. I enjoyed the finale only because of it's implications for the future of the MCU, not because it was well written or executed. I found it at times clumsy and overly ambitious, with arbitrary solutions to seemingly impossible problems. As much as I love the MCU, I wish they would cut down on the number of new shows, and focus on maintaining quality. Overall, they're still good, but they could be better. Especially with the upcoming slate featuring many obscure characters that lacks a strong and deep library of published content to draw from.",464,274
Loki,tt9140554,josbeck,"Jun 29, 2021",10,A great show,"I don't know what all of you people are talking about that are giving this show bad reviews. It has been a great show so far. Definitely better than wandvision was from the beginning. Getting more Interesting with each episode and we are getting to see a side of Loki that we've never seen before. Can't wait for the next episode, especially after that mid credit scene in episode four.",369,314
Loki,tt9140554,ThomDerd,"Jun 26, 2021",8,"Half way through, needs coffee breaks.","Yes, its Loki and he is a great mcu character, but hey, whats up with you Loki? You are doing well but this series needs to be watched while sipping coffee.

Episodes 1-3: It's ok, but sometimes it turns into a yawn-fest. It really lacks pace.

Some good things: The dialogue is not bad, there are some excellent parts and all Mobius & Loki moments are pretty good with lines delivered really well by both actors.

The world building seems interesting.

It's ok but it could definitely be better.

7,9/10.",304,270
Loki,tt9140554,sanjibbhaisal,"Jun 22, 2021",1,1 star after episode 3,I was very excited seeing 1st two episodes but very disappointed today after watching episode 3..rubbish. Disney what r u doing.,237,327
Loki,tt9140554,gtenalokes,"Jun 22, 2021",2,everything is a joke and it's just sad..,"It had a really good start but it turned into rubbish real fast like magic...

Loki is a caricature of himself.. the TVA are clowns.. the plot is senseless and beyond redeemable..

I give up...",249,300
Loki,tt9140554,maquelch,"Jun 22, 2021",5,Boring and a really just mediocre!,Ok I have watched three episodes and must say I am not impressed. It is quite mediocre and episode three was just a waste of my time. I expect better of Disney/Marvel. Even my Marvel obsessed daughter joined in a debate on whether Marvel has destroyed Cinema rather than watching the episode. Maybe it is too Disney!?!,267,274
Loki,tt9140554,zerotransferdintoahero,"Jun 8, 2021",10,GLORIOUS!,"WOW WOW WOW.

The god is mischief is back again with a glorious and epic first episode.",266,259
Loki,tt9140554,Her-Excellency,"Jun 10, 2021",10,"MARVELOUS, darling LOKI; MARVELous!","As much as I wanted to like WandaVision (because I love both Marvel's Scarlett Witch and Vision), it was a HUGE disappointment to me. Despite finding nothing funny, cute or overly interesting, I kept watching several of the first episodes and then the last two, but I found them all equally lacking. As such, as Loki's premiere approached, I had a nagging feeling that it too would fall short of the hype surrounding it and of the expectations I had personally built around it due to the amazingness of the films.

WONDERFULLY, that was not the case!

Although bereft of all-out ""superhero action"" in some places, Loki's first episode was everything it should be, in that it opened well and built slowly but thoroughly, the story as we needed it, and with the God of Mischief proving himself every bit as twistedly delightful as we always wanted him to be!

Backed up by a pretty good cast made up of favorites as well as newcomers, the sky is the limit for this show, and the potential for Loki to bring a lot of good-natured mischievousness and frolicsome fun our way, is through-the-roof. After all, he is Loki, of Asgard, and he is burdened with glorious purpose.",283,235
Loki,tt9140554,lucasjoscott,"Jun 8, 2021",6,Mediocre,It's OK. Wished it were darker and not so silly and dull.,241,275
Loki,tt9140554,vaughanstarr,"Jun 23, 2021",1,How to utterly emasculate a God of Mischief!,"Want to see Loki by turns either pathetically pleading for permission, or just outright begging for mercy from a predictable line of female diversity representation? Then this is the show for you!",208,282
Loki,tt9140554,noahcrichards,"Jul 14, 2021",2,Surprisingly mediocre,"I'll be honest, if it was anything other than Marvel, Disney, Amazon, or Netflix, it would be decent. But a company with the funds for and access to the best of the best people to hire, this show was surprisingly poorly written. Dialogue was disjointed and and clunky, and didn't flow well. Characters had confusing motivations and half the time I found myself just saying ""what? Why?"" Great concept, poorly executed. And a lot of the actors were less than average. Against Tom Hiddleston, especially. I expect more from Marvel at this point.",248,205
Loki,tt9140554,sadenobrega90,"Jun 9, 2021",9,Love what marvel is doing with these shows,The range of emotion that Tom expresses within a 2 minute span is actually incredible. Love him as an actor and I think this show is going to be great.,233,208
Loki,tt9140554,Smashingsteve,"Jul 14, 2021",1,Very disappointing...,"Just watched the finale, so I could form my final opinion of the whole season. I love the character of Loki, Tom is always great, but he plays second fiddle in his own show. And that finale... lots of yapping. God, what a disappointing, pedestrian tv show. All the overhyped 10 givers should go out more...",207,220
